   1.5381945E+03   2.6690000E+03   2.4250000E+03   6.7189256E-03   7.1143591E-03
   1.5382021E+03   2.6740000E+03   2.4230000E+03   2.8470435E-03   2.5054677E-03
   1.5382096E+03   2.7030000E+03   2.4460000E+03   4.3294970E-03   6.7818005E-03
   1.5382171E+03   2.7140000E+03   2.4610000E+03   4.6270502E-03   3.7062884E-03
   1.5382246E+03   2.6990000E+03   2.4450000E+03   4.8599006E-03   5.5630418E-03
   1.5382322E+03   2.7740000E+03   2.5460000E+03   4.1557040E-03   3.8275721E-03
   1.5382397E+03   2.7130000E+03   2.4870000E+03   9.7094519E-03   8.5214421E-03
   1.5382472E+03   2.6800000E+03   2.4360000E+03   4.0525576E-03   1.9152232E-03
   1.5382548E+03   2.7320000E+03   2.5040000E+03   4.7518387E-03   3.1302874E-03
   1.5382623E+03   2.7700000E+03   2.5060000E+03   7.5094982E-03   8.2164430E-03
   1.5382698E+03   2.8620000E+03   2.6300000E+03   3.0005964E-03   3.4848348E-03
   1.5382773E+03   2.8010000E+03   2.5520000E+03   1.2468107E-03   3.2382443E-03
   1.5382849E+03   2.7410000E+03   2.4470000E+03   3.7246707E-03   3.9089256E-03
   1.5382924E+03   2.7960000E+03   2.5580000E+03   7.7033230E-03   6.6005581E-03
   1.5382999E+03   2.8040000E+03   2.5450000E+03   5.9505608E-03   6.1931589E-03
   1.5383075E+03   2.8580000E+03   2.6260000E+03   1.5112204E-03   2.7651360E-03
   1.5383150E+03   2.8800000E+03   2.6110000E+03   2.1037059E-03   3.7049803E-03
   1.5383225E+03   2.9060000E+03   2.6370000E+03   6.5437455E-03   6.9267205E-03
   1.5383300E+03   2.8830000E+03   2.6520000E+03   7.5566828E-03   6.2220500E-03
   1.5383376E+03   2.8640000E+03   2.6180000E+03   5.2888626E-03   4.6425101E-03
   1.5383451E+03   2.8160000E+03   2.5540000E+03   5.4624602E-03   4.3259794E-03
   1.5383526E+03   2.9450000E+03   2.6900000E+03   3.2922710E-03   5.4024554E-03
   1.5383602E+03   2.7620000E+03   2.5200000E+03   5.3383654E-03   7.8329201E-03
   1.5383677E+03   2.8970000E+03   2.6220000E+03   5.1497719E-03   3.4981190E-03
   1.5383752E+03   2.8410000E+03   2.5780000E+03   5.4560730E-03   5.9803929E-03
   1.5383827E+03   2.8060000E+03   2.5550000E+03   4.0467164E-03   4.0671246E-03
   1.5383903E+03   2.8080000E+03   2.5590000E+03   4.7216801E-03   6.7656561E-03
   1.5383978E+03   2.8700000E+03   2.6540000E+03   2.0702768E-03   1.7458843E-03
   1.5384053E+03   2.8170000E+03   2.5870000E+03   5.8273661E-03   6.7140351E-03
   1.5384128E+03   2.8740000E+03   2.6400000E+03   2.3889544E-03   2.8347235E-03
   1.5384204E+03   2.9020000E+03   2.6640000E+03   4.5117603E-03   3.9348702E-03
   1.5384279E+03   2.8690000E+03   2.6650000E+03   2.1931720E-03   1.9774777E-03
   1.5384354E+03   2.8620000E+03   2.5990000E+03   2.4096982E-03   4.2741857E-03
   1.5384430E+03   2.7770000E+03   2.5600000E+03   7.8382506E-03   6.9607991E-03
   1.5384505E+03   2.8800000E+03   2.6250000E+03   3.9186625E-03   5.6963884E-03
   1.5384580E+03   2.7670000E+03   2.5380000E+03   5.3417504E-03   4.1196457E-03
   1.5384655E+03   3.0010000E+03   2.7560000E+03   9.6322992E-03   9.6431722E-03
   1.5384731E+03   3.0310000E+03   2.7520000E+03   7.1033736E-03   6.1636903E-03
   1.5384806E+03   2.8900000E+03   2.6250000E+03   5.4602712E-03   7.1814789E-03
   1.5384881E+03   2.9190000E+03   2.6940000E+03   6.8145940E-03   5.2004404E-03
   1.5384957E+03   2.8500000E+03   2.5880000E+03   3.0034778E-03   3.7018728E-03
   1.5385032E+03   2.9570000E+03   2.7040000E+03   6.2319485E-03   4.6576879E-03
   1.5385107E+03   3.0130000E+03   2.7700000E+03   2.2849257E-03   9.8572096E-04
   1.5385182E+03   2.9100000E+03   2.6550000E+03   1.1986878E-02   1.2756763E-02
   1.5385258E+03   2.8690000E+03   2.6200000E+03   2.9612148E-03   3.8838623E-03
   1.5385333E+03   2.9700000E+03   2.7350000E+03   3.3913084E-03   3.7482506E-03
   1.5385408E+03   3.0120000E+03   2.7480000E+03   4.8704859E-03   4.7964443E-03
   1.5385484E+03   2.8820000E+03   2.6530000E+03   5.0479142E-03   3.5280035E-03
   1.5385559E+03   2.9040000E+03   2.6840000E+03   3.2571138E-03   3.5193996E-03
   1.5385634E+03   2.9570000E+03   2.7170000E+03   3.9087474E-03   3.8929313E-03
   1.5385709E+03   2.9030000E+03   2.6660000E+03   1.9009978E-03   9.9180943E-04
