lambda(um), Cext(cm^2/H), albedo, <cos>, # of angles
   0.12400  3.66456E-22   0.33959   0.58950   161
cos(theta),     S11,               S12,             S33,             S34
-1.0000  1.4071833279E-01  1.3189416996E-18 -1.4071833279E-01 -1.2803815630E-18
-0.9875  1.3961845798E-01 -2.0179438117E-03 -1.3956364488E-01  7.8910544807E-04
-0.9750  1.3863966139E-01 -3.9399315382E-03 -1.3843188760E-01  1.5455019018E-03
-0.9625  1.3776529373E-01 -5.7811614642E-03 -1.3731956043E-01  2.2755143795E-03
-0.9500  1.3698187146E-01 -7.5538439815E-03 -1.3622286196E-01  2.9846941860E-03
-0.9375  1.3627806834E-01 -9.2681554642E-03 -1.3513796782E-01  3.6774229067E-03
-0.9250  1.3564449000E-01 -1.0932478228E-02 -1.3406145756E-01  4.3569975992E-03
-0.9125  1.3507349769E-01 -1.2553598509E-02 -1.3299052261E-01  5.0259412160E-03
-0.9000  1.3455895530E-01 -1.4136967237E-02 -1.3192296750E-01  5.6863102269E-03
-0.8875  1.3409592769E-01 -1.5686995909E-02 -1.3085708866E-01  6.3399221421E-03
-0.8750  1.3368037139E-01 -1.7207350383E-02 -1.2979149677E-01  6.9884785087E-03
-0.8625  1.3330886692E-01 -1.8701196428E-02 -1.2872494648E-01  7.6335840701E-03
-0.8500  1.3297843474E-01 -2.0171358963E-02 -1.2765622724E-01  8.2766976051E-03
-0.8375  1.3268644373E-01 -2.1620390536E-02 -1.2658413258E-01  8.9190698369E-03
-0.8250  1.3243058625E-01 -2.3050577794E-02 -1.2550748775E-01  9.5617118186E-03
-0.8125  1.3220888202E-01 -2.4463925148E-02 -1.2442519964E-01  1.0205408381E-02
-0.8000  1.3201968025E-01 -2.5862145359E-02 -1.2333629879E-01  1.0850768289E-02
-0.7875  1.3186164401E-01 -2.7246672061E-02 -1.2223995684E-01  1.1498293487E-02
-0.7750  1.3173371150E-01 -2.8618697956E-02 -1.2113547343E-01  1.2148448766E-02
-0.7625  1.3163503733E-01 -2.9979234198E-02 -1.2002223578E-01  1.2801714566E-02
-0.7500  1.3156492459E-01 -3.1329178966E-02 -1.1889966202E-01  1.3458609845E-02
-0.7375  1.3152276311E-01 -3.2669378451E-02 -1.1776714622E-01  1.4119680868E-02
-0.7250  1.3150798891E-01 -3.4000664858E-02 -1.1662402271E-01  1.4785463704E-02
-0.7125  1.3152007209E-01 -3.5323864209E-02 -1.1546955984E-01  1.5456437494E-02
-0.7000  1.3155853031E-01 -3.6639777614E-02 -1.1430298201E-01  1.6132987311E-02
-0.6875  1.3162295716E-01 -3.7949147899E-02 -1.1312350917E-01  1.6815389872E-02
-0.6750  1.3171305180E-01 -3.9252626092E-02 -1.1193039907E-01  1.7503826125E-02
-0.6625  1.3182863857E-01 -4.0550749995E-02 -1.1072297856E-01  1.8198416300E-02
-0.6500  1.3196966917E-01 -4.1843942221E-02 -1.0950065480E-01  1.8899267328E-02
-0.6375  1.3213620581E-01 -4.3132529375E-02 -1.0826290284E-01  1.9606519749E-02
-0.6250  1.3232838858E-01 -4.4416778316E-02 -1.0700923232E-01  2.0320381114E-02
-0.6125  1.3254639539E-01 -4.5696940231E-02 -1.0573914214E-01  2.1041135988E-02
-0.6000  1.3279040549E-01 -4.6973290242E-02 -1.0445207636E-01  2.1769129066E-02
-0.5875  1.3306057715E-01 -4.8246150954E-02 -1.0314739486E-01  2.2504726307E-02
-0.5750  1.3335704585E-01 -4.9515893143E-02 -1.0182436806E-01  2.3248266391E-02
-0.5625  1.3367994253E-01 -5.0782914157E-02 -1.0048219717E-01  2.4000018110E-02
-0.5500  1.3402942538E-01 -5.2047601599E-02 -9.9120053357E-02  2.4760157346E-02
-0.5375  1.3440571455E-01 -5.3310294149E-02 -9.7737123418E-02  2.5528770956E-02
-0.5250  1.3480911893E-01 -5.4571251775E-02 -9.6332647987E-02  2.6305886769E-02
-0.5125  1.3524004693E-01 -5.5830644540E-02 -9.4905940619E-02  2.7091521389E-02
-0.5000  1.3569899768E-01 -5.7088563922E-02 -9.3456381398E-02  2.7885732428E-02
-0.4875  1.3618653482E-01 -5.8345054178E-02 -9.1983385743E-02  2.8688660012E-02
-0.4750  1.3670325024E-01 -5.9600155356E-02 -9.0486356364E-02  2.9500544727E-02
-0.4625  1.3724972824E-01 -6.0853945556E-02 -8.8964631931E-02  3.0321715358E-02
-0.4500  1.3782652155E-01 -6.2106569509E-02 -8.7417448007E-02  3.1152548730E-02
-0.4375  1.3843414687E-01 -6.3358244142E-02 -8.5843922910E-02  3.1993413038E-02
-0.4250  1.3907310195E-01 -6.4609238810E-02 -8.4243073812E-02  3.2844612129E-02
-0.4125  1.3974389925E-01 -6.5859835910E-02 -8.2613858799E-02  3.3706348718E-02
-0.4000  1.4044710570E-01 -6.7110284097E-02 -8.0955232064E-02  3.4578719256E-02
-0.3875  1.4118337624E-01 -6.8360758937E-02 -7.9266194756E-02  3.5461743499E-02
-0.3750  1.4195347044E-01 -6.9611343896E-02 -7.7545824648E-02  3.6355421039E-02
-0.3625  1.4275824667E-01 -7.0862038541E-02 -7.5793273740E-02  3.7259798115E-02
-0.3500  1.4359863548E-01 -7.2112792537E-02 -7.4007732418E-02  3.8175023864E-02
-0.3375  1.4447560030E-01 -7.3363555696E-02 -7.2188369425E-02  3.9101377113E-02
-0.3250  1.4539009834E-01 -7.4614328469E-02 -7.0334265494E-02  4.0039253016E-02
-0.3125  1.4634305509E-01 -7.5865196151E-02 -6.8444361975E-02  4.0989111420E-02
